,Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,cleaned_post_body,sentiment
143,Mark Ruffalo,@MarkRuffalo,,202,1200,293,226000,https://x.com/MarkRuffalo/status/1700510230113595618,https://x.com/MarkRuffalo,"The economic cost of natural disasters worldwide is some $520 billion. 
The need to encourage & invest in environmentally sound technologies to promote climate resilience is clear. #climatechange #ResilienceForAll @unisdr https://unenvironment.org/news-and-stories/story/how-countries-can-trade-their-way-climate-resilienceâ¦",09-09-2023,2023-09-09T14:03:27.000Z,economic cost natural disaster worldwide billion need encourage invest environmentally sound technology promote climate resilience clear climatechange resilienceforall unisdr httpsunenvironmentorgnewsandstoriesstoryhowcountriescantradetheirwayclimateresilience,POSITIVE
144,UN Environment Programme,@UNEP,,163,313,5,586,https://x.com/UNEP/status/1129600279186427909,https://x.com/UNEP,Global warming causes climatic changes.,18-05-2019,2019-05-18T04:11:08.000Z,,NEGATIVE
145,IISD Energy,@IISD_Energy,"https://pbs.twimg.com/ext_tw_video_thumb/1176153126086332416/pu/img/fGAQTkMOBOMYL7u9.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1176153126086332416/pu/img/fGAQTkMOBOMYL7u9.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1176153126086332416/pu/img/fGAQTkMOBOMYL7u9.jpg",39,556,1,756,https://x.com/IISD_Energy/status/1176153510972444672,https://x.com/IISD_Energy,The world is facing a #ClimateEmergency but its a battle we can win says UN Secretary-General @antonioguterres. Heres what we should do according to #UNSG  #stopfossilsubsidies #ClimateAction Learn more http://bit.ly/2kA2jhL,23-09-2019,2019-09-23T15:17:03.000Z,world facing climateemergency battle win say un secretarygeneral antonioguterres here according unsg stopfossilsubsidies climateaction learn httpbitlykajhl,NEGATIVE
146,UN Climate Change,@UNFCCC,"https://pbs.twimg.com/ext_tw_video_thumb/1106545530933518336/pu/img/5uDr2D-pXAEDzea8.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1106545530933518336/pu/img/5uDr2D-pXAEDzea8.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1106545530933518336/pu/img/5uDr2D-pXAEDzea8.jpg",748,817,27,1000,https://x.com/UNFCCC/status/1107318174024904704,https://x.com/UNFCCC,The @UN warns that ecological damage to the planet is so dire that millions of lives will soon be at risk unless urgent action is takenhttps://bit.ly/2TQcZbs  Green investment to the tune of 2 % of countries GDP would deliver long-term and #sustainable economic growth. #GEO6,17-03-2019,2019-03-17T16:30:00.000Z,un warns ecological damage planet dire million life soon risk unless urgent action takenhttpsbitlytqczbs green investment tune country gdp would deliver longterm sustainable economic growth geo,NEGATIVE
147,UN Development,@UNDP,"https://pbs.twimg.com/media/EFa2bMDWkAk0V6H.jpg, https://pbs.twimg.com/media/EFa2bMDWkAk0V6H.jpg, https://pbs.twimg.com/media/EFa2bMDWkAk0V6H.jpg",95,177,11,277,https://x.com/UNDP/status/1315925249142251520,https://x.com/UNDP,"Rising seas.
More frequent floods, storms, & landslides.
Escalating heatwaves & droughts.
Acidifying oceans and coral bleaching.

Millions of lives are at stake. See how we work with 
@theGCF & @theGEF to  disaster risks: https://bit.ly/2SKyngl

#DRRDay #ClimatePromise",13-10-2020,2020-10-13T08:00:02.000Z,rising sea frequent flood storm landslide escalating heatwaves drought acidifying ocean coral bleaching million life stake see work thegcf thegef disaster risk httpsbitlyskyngl drrday climatepromise,NEGATIVE
148,UN Environment Programme,@UNEP,"https://pbs.twimg.com/media/EiwJ75sXcAAukSi?format=jpg&name=small, https://pbs.twimg.com/media/EiwJ75sXcAAukSi?format=jpg&name=small",104,179,5,279,https://x.com/UNEP/status/1309432518693842947,https://x.com/UNEP,"3 crises we face --

The climate crisis
The nature crisis
The pollution & waste crisis 

--have been underway for decades. 

Caused by our unsustainable consumption and production. 

How to make a difference? Multilateralism to #BuildBackGreener.

https://unenvironment.org/news-and-stories/speech/multilateral-action-green-post-covid-19-recovery",25-09-2020,2020-09-25T10:00:15.000Z,crisis face climate crisis nature crisis pollution waste crisis underway decade caused unsustainable consumption production make difference multilateralism buildbackgreener httpsunenvironmentorgnewsandstoriesspeechmultilateralactiongreenpostcovidrecovery,NEGATIVE
149,United Nations,@UN,https://pbs.twimg.com/media/EGnzToOWwAAmwIw.jpg,250,579,42,700,https://x.com/UN/status/1183413334294577152,https://x.com/UN,"""Disasters inflict horrendous suffering & can wipe out decades of development gains in an instant.""

-- @antonioguterres calls for investment in climate resilience to prepare for climate-related disasters on International Day for Disaster Risk Reduction: https://bit.ly/2MyHXPI",13-10-2019,2019-10-13T16:05:00.000Z,disaster inflict horrendous suffering wipe decade development gain instant antonioguterres call investment climate resilience prepare climaterelated disaster international day disaster risk reduction httpsbitlymyhxpi,NEGATIVE
150,UN Climate Change,@UNFCCC,"https://pbs.twimg.com/media/EXLxE-7XsAY9MTv?format=jpg&name=small, https://pbs.twimg.com/media/EXLxE-7XsAY9MTv?format=jpg&name=small",236,331,15,500,https://x.com/UNFCCC/status/1257333025035124738,https://x.com/UNFCCC,"As the economic fallout from #COVID19 prompts governments to spend trillions of dollars on recovery packages, demands are growing worldwide to ""recover better"" by investing in low-carbon.

Good news: Leading countries are investing in a green recovery >> https://bit.ly/RecoverBet",04-05-2020,2020-05-04T15:35:27.000Z,economic fallout covid prompt government spend trillion dollar recovery package demand growing worldwide recover better investing lowcarbon good news leading country investing green recovery httpsbitlyrecoverbet,NEGATIVE
151,UN Environment Programme,@UNEP,https://pbs.twimg.com/amplify_video_thumb/1291718982014246915/img/lGfOsKr6NtgBg3Dl.jpg,133,238,7,438,https://x.com/UNEP/status/1292415325833703424,https://x.com/UNEP,"Why #InvestInNature?

flood protection
clean water provision
soil conservation 
carbon sequestration 

Op-Ed by @theGEF outgoing CEO @NaokoIshiiTokyo & incoming CEO @cmrodrigueze on why investing in #nature makes more sense than ever:
https://telegraph.co.uk/business/how-to-be-green/why-invest-in-nature/ 
#ForNature",09-08-2020,2020-08-09T11:00:00.000Z,investinnature flood protection clean water provision soil conservation carbon sequestration oped thegef outgoing ceo naokoishiitokyo incoming ceo cmrodrigueze investing nature make sense ever httpstelegraphcoukbusinesshowtobegreenwhyinvestinnature fornature,NEGATIVE
152,UN Environment Programme,@UNEP,https://pbs.twimg.com/media/F7NaqJQWsAAQAzl?format=jpg&name=small,152,256,17,19000,https://x.com/UNEP/status/1708195506973737246,https://x.com/UNEP,"Ecosystem degradation does not affect everyone equally. Women and girls, marginalised and impoverished communities are often the hardest hit.

#GenerationRestoration efforts help those affected build resilience and adapt to a changing environment. https://bit.ly/3KZAUOu",01-10-2023,2023-09-30T19:02:00.000Z,ecosystem degradation affect everyone equally woman girl marginalised impoverished community often hardest hit generationrestoration effort help affected build resilience adapt changing environment httpsbitlykzauou,POSITIVE
153,UN Environment Programme,@UNEP,,64,179,4,300,https://x.com/UNEP/status/1329696027197251587,https://x.com/UNEP,"countries have made commitments to restoring up to 1 billion hectares of land lost to development.

Implementation of these commitments will address
#ClimateChange
Land degradation
Biodiversity loss
Achieving the SDGs
#GenerationRestoration",20-11-2020,2020-11-20T08:00:12.000Z,country made commitment restoring billion hectare land lost development implementation commitment address climatechange land degradation biodiversity loss achieving sdgs generationrestoration,POSITIVE
154,Pathfinders,@SDG16Plus,"https://pbs.twimg.com/media/GXClOC6WgAAInYt?format=jpg&name=small, https://pbs.twimg.com/media/GXClOC6WgAAInYt?format=jpg&name=small",0,1,0,75,https://x.com/SDG16Plus/status/1833146712623321315,https://x.com/SDG16Plus,"How can we advance Sustainable Development Goals 13 (climate action) and 16 (peaceful, just, and #inclusive institutions)?

 Develop locally-led adaptation efforts.
 Support legal empowerment and community organizing.
 Utilize strategic litigation to shape climate",10-09-2024,2024-09-09T14:13:29.000Z,advance sustainable development goal climate action peaceful inclusive institution develop locallyled adaptation effort support legal empowerment community organizing utilize strategic litigation shape climate,POSITIVE
155,UN Environment Programme,@UNEP,,92,244,8,400,https://x.com/UNEP/status/1269549980697706496,https://x.com/UNEP,"Future-proofing sustainable recovery and sustainable development is only possible when sound environmental responses, plans and policies are given the importance they deserve. 

 #GlobalGoals that will be vital for a truly sustainable recovery

https://unenvironment.org/news-and-stories/story/covid-19-four-sustainable-development-goals-help-future-proof-global",07-06-2020,2020-06-07T08:41:17.000Z,futureproofing sustainable recovery sustainable development possible sound environmental response plan policy given importance deserve globalgoals vital truly sustainable recovery httpsunenvironmentorgnewsandstoriesstorycovidfoursustainabledevelopmentgoalshelpfutureproofglobal,NEGATIVE
156,santhosh reddy,@santhosh_reddy2,,0,5,1,13,https://x.com/santhosh_reddy2/status/1833505390803259743,https://x.com/santhosh_reddy2,"As part of CLIMATE ACTION SDG goal, UN wants to classify most of the lands in all countries as ECOLOGICAL PRESERVANCE (BIODIVERSITY) SITES/PARKS. In those lands people are not allowed to live and not allowed to extract resources(729/N)",10-09-2024,2024-09-10T13:58:44.000Z,part climate action sdg goal un want classify land country ecological preservance biodiversity sitesparks land people allowed live allowed extract resourcesn,NEGATIVE
157,UNCS News,@UNClimateSummit,"https://pbs.twimg.com/media/EeFmFzsXgAAQqoJ?format=jpg&name=small, https://pbs.twimg.com/media/EeFmFzsXgAAQqoJ?format=jpg&name=small",35,582,23,782,https://x.com/UNClimateSummit/status/1288423225513345034,https://x.com/UNClimateSummit,"As the health and human toll continues to grow, the world has already been experiencing a massive economic shock. What is planning to be done to deal with it?
Check the link to see where public funds will be pumped through the recovery packages. 
https://unclimatesummit.org/what-will-governments-do-for-economic-recovery-hd/",29-07-2020,2020-07-29T10:36:49.000Z,health human toll continues grow world already experiencing massive economic shock planning done deal check link see public fund pumped recovery package httpsunclimatesummitorgwhatwillgovernmentsdoforeconomicrecoveryhd,NEGATIVE
158,UN Environment Programme,@UNEP,https://pbs.twimg.com/ext_tw_video_thumb/1800664378271780864/pu/img/v4JHtbcg91f-Yg9e.jpg,310,424,21,18000,https://x.com/UNEP/status/1800665576261444073,https://x.com/UNEP,"There is a major gap in forest protection, management and restoration in current national climate action plans.

Full @UNREDD report released at #JuneClimateMeetings: https://unep.org/resources/report/raising-ambition-accelerating-action-towards-enhanced-nationally-determined",12-06-2024,2024-06-11T23:05:02.000Z,major gap forest protection management restoration current national climate action plan full unredd report released juneclimatemeetings httpsuneporgresourcesreportraisingambitionacceleratingactiontowardsenhancednationallydetermined,NEGATIVE
159,UN Environment Programme,@UNEP,https://pbs.twimg.com/amplify_video_thumb/1299420631226896392/img/O_9e5nl7b4cre9xh.jpg,203,387,17,543,https://x.com/UNEP/status/1300299967840555008,https://x.com/UNEP,"actions to #BuildBackBetter from @antonioguterres

Invest in green jobs.
 
Do not bail out polluting industries.
 
End fossil-fuel subsidies.
 
Take climate risks into account in all financial & policy decisions.
 
Work together.
 
Leave no one behind.",31-08-2020,2020-08-31T05:10:45.000Z,action buildbackbetter antonioguterres invest green job bail polluting industry end fossilfuel subsidy take climate risk account financial policy decision work together leave one behind,NEGATIVE
160,UNDRR,@UNDRR,"https://pbs.twimg.com/media/Fxk2yodWAAElHuM?format=jpg&name=small, https://pbs.twimg.com/media/Fxk2yodWAAElHuM?format=jpg&name=small",70,180,22,15000,https://x.com/UNDRR/status/1664421782609096705,https://x.com/UNDRR,"""We must [be able to] anticipate storms, heatwaves, floods & drought."" @antonioguterres, Secretary-General of the @UN calls for equal investment in adaptation & resilience.

Read the @UN flagship report on #DisasterRiskReduction http://bit.ly/GAR2022Report

#StopTheSpiral",02-06-2023,2023-06-02T00:00:51.000Z,must able anticipate storm heatwaves flood drought antonioguterres secretarygeneral un call equal investment adaptation resilience read un flagship report disasterriskreduction httpbitlygarreport stopthespiral,NEGATIVE
161,yussif,@carddy_1,,0,3,1,10,https://x.com/carddy_1/status/1834287882309189982,https://x.com/carddy_1,"The Sustainable Development Goals (SDGs) remind us of this responsibility. Goals such as SDG 6 (Clean Water and Sanitation), SDG 13 (Climate Action), and SDG 15 (Life on Land) urge us to protect our natural resources and ecosystems. ?/¹?",12-09-2024,2024-09-12T17:48:05.000Z,sustainable development goal sdgs remind u responsibility goal sdg clean water sanitation sdg climate action sdg life land urge u protect natural resource ecosystem,NEGATIVE
162,UN Biodiversity,@UNBiodiversity,"https://pbs.twimg.com/media/F6emGWQWsAAAfZ2?format=png&name=small, https://pbs.twimg.com/media/F6emGWQWsAAAfZ2?format=png&name=small",1300,1200,74,30000,https://x.com/UNBiodiversity/status/1706050879693234691,https://x.com/UNBiodiversity,"Unsustainable patterns of consumption & production are root causes of triple planetary crises of: 
- Climate change 
- Biodiversity & nature loss 
- Pollution & waste

Learn more: https://sdgs.un.org/goals/goal12 
#GlobalGoals

@UN @SDG2030 @UNEP_AsiaPac",25-09-2023,2023-09-24T21:00:01.000Z,unsustainable pattern consumption production root cause triple planetary crisis climate change biodiversity nature loss pollution waste learn httpssdgsunorggoalsgoal globalgoals un sdg unepasiapac,NEGATIVE
163,UN Environment Programme,@UNEP,,100,184,4,342,https://x.com/UNEP/status/1396375478991269892,https://x.com/UNEP,"Did you know, that... 
 Restoration & other natural solutions can deliver 1/3 of the mitigation needed by 2030 to keep global warming below 2C?
 Restoring 15% of converted lands in the right places could prevent 60% of projected species extinctions?",23-05-2021,2021-05-23T08:00:32.000Z,know restoration natural solution deliver mitigation needed keep global warming c restoring converted land right place could prevent projected specie extinction,NEGATIVE
164,Zali Steggall MP,@zalisteggall,,152,582,61,734,https://x.com/zalisteggall/status/1499260196111077378,https://x.com/zalisteggall,"From one disaster to the next, these are not 1 in 100 yrs events.@IPCC_CH is warning bushfires & floods will keep getting worse & more frequent unless we slow global warming & reduce emissions fast. We need 60% by 2030.#climate #auspol https://reneweconomy.com.au/zali-steggall-outlines-plan-for-net-zero-says-current-disasters-just-tip-of-the-iceberg/ via @renew_economy",03-03-2022,2022-03-03T05:47:40.000Z,one disaster next yr eventsipccch warning bushfires flood keep getting worse frequent unless slow global warming reduce emission fast need climate auspol httpsreneweconomycomauzalisteggalloutlinesplanfornetzerosayscurrentdisastersjusttipoftheiceberg via reneweconomy,NEGATIVE
165,United Nations,@UN,"https://pbs.twimg.com/media/EwISlJcWYAEoVdg?format=png&name=small, https://pbs.twimg.com/media/EwISlJcWYAEoVdg?format=png&name=small",164,455,61,666,https://x.com/UN/status/1369679690550575104,https://x.com/UN,"Green energy
 Green transport
 Green buildings
 Green research & development
 Natural capital

These policy areas can deliver the economic returns needed for a strong #COVID19 recovery while addressing environmental & social concerns. http://bit.ly/3rz4Kyl via @UNEP",10-03-2021,2021-03-10T16:01:00.000Z,green energy green transport green building green research development natural capital policy area deliver economic return needed strong covid recovery addressing environmental social concern httpbitlyrzkyl via unep,POSITIVE
166,UN Environment Programme,@UNEP,"https://pbs.twimg.com/media/EB_vYgxXoAAGwMo?format=jpg&name=small, https://pbs.twimg.com/media/EB_vYgxXoAAGwMo?format=jpg&name=small",382,431,5,534,https://x.com/UNEP/status/1161910435135787008,https://x.com/UNEP,"During the past 20 years, over 90% of disasters were climate-related. 

We must invest in #ClimateResilience to achieve the #GlobalGoals.",15-08-2019,2019-08-15T08:00:09.000Z,past year disaster climaterelated must invest climateresilience achieve globalgoals,NEGATIVE
167,UN Environment Programme,@UNEP,https://pbs.twimg.com/media/EE9pBuaX4AAtBIr?format=jpg&name=small,149,253,9,423,https://x.com/UNEP/status/1175273508554858496,https://x.com/UNEP,"To combat #climatechange we must harness the power of nature. 

Example
Restoring mangrove forests that protect from sea-level rise and storm surges is 2 to 5 times cheaper than building engineered structures. http://bit.ly/2Ar25h1

#AdaptOurWorld #ClimateAction",21-09-2019,2019-09-21T05:00:14.000Z,combat climatechange must harness power nature example restoring mangrove forest protect sealevel rise storm surge time cheaper building engineered structure httpbitlyarh adaptourworld climateaction,NEGATIVE
168,UN Environment Programme,@UNEP,,141,254,18,30000,https://x.com/UNEP/status/1714566998363869217,https://x.com/UNEP,"Some $3.8 trillion worth of crops and livestock production has been lost due to disasters over the last 30 years.

@FAOs new report explores strategies for investing in resilience and building a more sustainable food system.",18-10-2023,2023-10-18T09:00:02.000Z,trillion worth crop livestock production lost due disaster last year fao new report explores strategy investing resilience building sustainable food system,POSITIVE
169,UN Environment Programme,@UNEP,,95,179,13,253,https://x.com/UNEP/status/1297443491925102592,https://x.com/UNEP,"""If we look at the numbers, investing in a green recovery is the only thing that makes economic sense.""

Read @andersen_inger's remarks to Environment Ministers in the @UNEP_WestAsia region 
#COVID19 #BuildBackGreener",23-08-2020,2020-08-23T08:00:08.000Z,look number investing green recovery thing make economic sense read anderseningers remark environment minister unepwestasia region covid buildbackgreener,POSITIVE
170,The Weather Channel India,@weatherindia,,133,210,16,342,https://x.com/weatherindia/status/1106480248613490688,https://x.com/weatherindia,"At present, the world is not on track to meet the @UN sustainable development goals (SDGs) by 2030 or 2050, it said, Urgent action is required now, as any delay in #ClimateAction increases the cost of achieving the goals of the #ParisAgreement.

#UNEA4",15-03-2019,2019-03-15T09:00:23.000Z,present world track meet un sustainable development goal sdgs said urgent action required delay climateaction increase cost achieving goal parisagreement unea,NEGATIVE
171,United Nations,@UN,"https://pbs.twimg.com/media/E4CB9pXUYAEYbYb?format=jpg&name=small, https://pbs.twimg.com/media/E4CB9pXUYAEYbYb?format=jpg&name=small",101,241,15,324,https://x.com/UN/status/1405467253894651904,https://x.com/UN,"Extreme weather events have almost doubled in the last 20 years compared to the previous 20 years. 

Restoring degraded land can help reduce the impacts of drought, floods & storms. More on Thursdays #DesertificationAndDroughtDay from @UNCCD: https://unccd.int/actions17-june-desertification-and-drought-day/2021-desertification-and-drought-day",17-06-2021,2021-06-17T10:08:00.000Z,extreme weather event almost doubled last year compared previous year restoring degraded land help reduce impact drought flood storm thursday desertificationanddroughtday unccd httpsunccdintactionsjunedesertificationanddroughtdaydesertificationanddroughtday,NEGATIVE
172,santhosh reddy,@santhosh_reddy2,,0,1,1,5,https://x.com/santhosh_reddy2/status/1833492709283144009,https://x.com/santhosh_reddy2,"17 SUSTAINABLE DEVELOPMENT GOALS of UN, of which we seen about Poverty eradication through wealth distribution, by taxing ordinary common people more, that benefits only these FEW BIG people and their mafia corporations. CLIMATE ACTION is also one of the SDG goals(717/N)",10-09-2024,2024-09-10T13:08:21.000Z,sustainable development goal un seen poverty eradication wealth distribution taxing ordinary common people benefit big people mafia corporation climate action also one sdg goalsn,POSITIVE
173,UN Environment Programme,@UNEP,,84,187,3,213,https://x.com/UNEP/status/1200318465619451904,https://x.com/UNEP,"The @UN Decade on Ecosystem Restoration is almost here. How should we go forward about it?

Landscapes do not exist in isolation. Because people are central to land degradation, we also need to put people at the center of recovery & healing.",29-11-2019,2019-11-29T07:39:57.000Z,un decade ecosystem restoration almost go forward landscape exist isolation people central land degradation also need put people center recovery healing,POSITIVE
174,UN Environment Programme,@UNEP,,114,203,5,245,https://x.com/UNEP/status/1168025706149765121,https://x.com/UNEP,"Disasters  threaten sustainable development as extreme weather is increasing. Advanced warning systems & preparation can reduce their impacts. 

""We must work to prevent disaster from happening in the first place. - @antonioguterres",01-09-2019,2019-09-01T05:00:03.000Z,disaster threaten sustainable development extreme weather increasing advanced warning system preparation reduce impact must work prevent disaster happening first place antonioguterres,NEGATIVE
175,UN Environment Programme,@UNEP,,108,227,10,342,https://x.com/UNEP/status/1566063469912276995,https://x.com/UNEP,"According to a recent @UN risk report, disasters occurring in completely different parts of the world share the same causes from GHG emissions to unsustainable consumption.

The solutions to preventing or managing such disasters are also closely linked",03-09-2022,2022-09-03T14:00:01.000Z,according recent un risk report disaster occurring completely different part world share cause ghg emission unsustainable consumption solution preventing managing disaster also closely linked,NEGATIVE
176,United Nations,@UN,,55,223,44,322,https://x.com/UN/status/1370918855888007171,https://x.com/UN,"A year into the #COVID19 pandemic, more must be done to build back greener.

Recovery spending has fallen short, with only 18% of nations announced recovery spending commitments considered green. via @UNEP",14-03-2021,2021-03-14T02:05:00.000Z,year covid pandemic must done build back greener recovery spending fallen short nation announced recovery spending commitment considered green via unep,NEGATIVE
177,Waleed Shahid,@_waleedshahid,,116,173,2,256,https://x.com/_waleedshahid/status/1105789687669637120,https://x.com/_waleedshahid,"United Nations bombshell, 700 page report: Meeting targets related to climate change, air pollution reduction and sustainable energy are feasible -- but only if the necessary measures are taken rapidly and on a global scale. 

https://cnn.com/2019/03/13/health/un-global-environment-outlook-report/index.html",13-03-2019,2019-03-13T11:16:20.000Z,united nation bombshell page report meeting target related climate change air pollution reduction sustainable energy feasible necessary measure taken rapidly global scale httpscnncomhealthunglobalenvironmentoutlookreportindexhtml,NEGATIVE
178,United Nations,@UN,,92,199,11,299,https://x.com/UN/status/1491291521781542915,https://x.com/UN,"From mangroves shielding coastlines to peatlands locking up carbon, ecosystems are vital for our environment.

@UNEP report finds that half of the worlds GDP is dependent on nature & every $1 invested in restoration creates up to $30 in economic benefits.",09-02-2022,2022-02-09T06:03:00.000Z,mangrove shielding coastline peatlands locking carbon ecosystem vital environment unep report find half world gdp dependent nature every invested restoration creates economic benefit,NEGATIVE
179,James E. Clyburn,@RepJamesClyburn,,87,221,20,377,https://x.com/RepJamesClyburn/status/1433524376524230657,https://x.com/RepJamesClyburn,"Climate change has caused a 5-fold increase in natural disasters & a 7-fold increase in the recovery costs over the last 50 years. https://news.un.org/en/story/2021/09/1098662 
 
Congress must pass the Build Back Better plan to help reverse these devastating trends.",03-09-2021,2021-09-02T20:16:59.000Z,climate change caused fold increase natural disaster fold increase recovery cost last year httpsnewsunorgenstory congress must pas build back better plan help reverse devastating trend,NEGATIVE
180,Intriguing and unexpected content!,@WriteEditPJ,,0,1,0,15,https://x.com/WriteEditPJ/status/1833432560661049557,https://x.com/WriteEditPJ,"The United Nations (UN): 
""90 per cent of disasters are now classed as weather- and climate-related, costing the world economy 520 billion USD each year, while 26 million people are pushed into poverty as a result.""",10-09-2024,2024-09-10T09:09:20.000Z,united nation un per cent disaster classed weather climaterelated costing world economy billion usd year million people pushed poverty result,NEGATIVE
